'dataset' 'population size' 'n.o.generations' 'cros validation' 'cv folds' 'fitness' 'accuracy' 'time'
iris.scale 1 1 False 10 0.93333334 100.0 0.559202
iris.scale 1 3 False 10 0.93333334 100.0 0.707695
iris.scale 1 5 False 10 0.9666667 100.0 0.658284
iris.scale 21 1 False 10 0.9666667 96.66666666666667 1.117260
iris.scale 21 3 False 10 0.9666667 100.0 1.687005
iris.scale 21 5 False 10 0.9666667 100.0 75.553616
iris.scale 41 1 False 10 0.9666667 100.0 30.224422
iris.scale 41 3 False 10 0.9666667 100.0 42.969192
iris.scale 41 5 False 10 0.9666667 100.0 42.697374
iris.scale 61 1 False 10 0.9666667 100.0 7.286340
iris.scale 61 3 False 10 0.9666667 100.0 40.681785
iris.scale 61 5 False 10 0.9666667 100.0 30.463224
iris.scale 81 1 False 10 0.9666667 100.0 2.226603
iris.scale 81 3 False 10 0.9666667 96.66666666666667 52.030132
iris.scale 81 5 False 10 0.9666667 100.0 75.732611
iris.scale 101 1 False 10 0.9666667 100.0 17.296516
iris.scale 101 3 False 10 0.9666667 100.0 39.265091
iris.scale 101 5 False 10 0.9666667 96.66666666666667 59.120878
