-0.955664 1.756902 12.000000
0.892540 -1.789797 12.000000
5.098759 -3.162698 108.000000
0.000000 -0.000000 0.000000
0.525278 2.953656 27.000000
0.971527 -0.236929 3.000000
0.000000 0.000000 0.000000
-0.078794 -1.998447 12.000000
1.857354 -4.642223 75.000000
0.000000 0.000000 0.000000
-1.097307 -6.913459 147.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-2.236970 8.717566 243.000000
4.072708 -8.025774 243.000000
3.996267 -0.172761 48.000000
-1.655612 1.122029 12.000000
-0.095263 -0.995452 3.000000
0.365093 2.977702 27.000000
-0.841691 -0.539959 3.000000
6.972168 -0.623598 147.000000
-1.173236 7.913502 192.000000
1.720059 -2.457925 27.000000
0.000000 -0.000000 0.000000
-1.380633 -3.754178 48.000000
5.639923 -2.047259 108.000000
-1.436131 2.633919 27.000000
-2.885139 0.822177 27.000000
5.561249 2.252222 108.000000
0.000000 0.000000 0.000000
-4.330096 2.500053 75.000000
2.838900 -0.969869 27.000000
0.000000 0.000000 0.000000
-0.404982 -2.972539 27.000000
-0.000000 0.000000 0.000000
0.903989 1.784041 12.000000
-3.988571 0.302156 48.000000
1.847180 7.783825 192.000000
-6.931131 -0.979498 147.000000
-0.682506 0.730880 3.000000
-1.934624 -0.507178 12.000000
5.795560 1.552897 108.000000
-8.830107 1.740464 243.000000
0.241191 -0.970478 3.000000
-0.115194 -2.997788 27.000000
-1.544259 1.270931 12.000000
0.365342 0.930873 3.000000
3.053721 3.959140 75.000000
-7.800824 1.774017 192.000000
-3.265060 -5.033824 108.000000
-2.958069 -0.499825 27.000000
6.834015 -1.515334 147.000000
2.487078 3.132801 48.000000
-6.557150 2.450262 147.000000
0.000000 -0.000000 0.000000
-3.793800 -3.256851 75.000000
-0.000000 -0.000000 0.000000
3.803434 -4.640463 108.000000
0.000000 -0.000000 0.000000
-1.825861 -0.816231 12.000000
-5.842204 -3.855989 147.000000
-1.379560 1.448038 12.000000
-2.722363 1.260451 27.000000
-2.091416 -6.680268 147.000000
-0.264982 0.964253 3.000000
-1.835694 -8.810802 243.000000
-1.976211 -0.307553 12.000000
-0.258440 -0.966027 3.000000
7.126027 3.635897 192.000000
-5.257967 2.890292 108.000000
-3.714551 -3.346956 75.000000
-5.980037 3.638565 147.000000
3.422159 -2.070948 48.000000
-8.062030 4.000460 243.000000
0.914226 -0.405206 3.000000
3.592375 -8.251960 243.000000
-2.219531 8.722023 243.000000
2.729749 -6.445810 147.000000
-2.847060 -5.281501 108.000000
-0.198825 -6.997176 147.000000
-2.175770 -2.065435 27.000000
-1.777313 -0.917146 12.000000
-1.606928 -3.663029 48.000000
3.999845 0.035185 48.000000
0.000000 0.000000 0.000000
-0.924380 -0.381473 3.000000
-0.000000 0.000000 0.000000
-2.175312 2.065918 27.000000
-4.386447 2.399808 75.000000
-8.732568 -2.177672 243.000000
-2.436617 5.482964 108.000000
-2.013179 -3.456459 48.000000
6.456205 6.270360 243.000000
1.092700 1.675114 12.000000
1.885429 -2.333486 27.000000
3.632180 -1.675491 48.000000
-6.992129 -3.887175 192.000000
-3.437785 2.044905 48.000000
3.610032 -4.792460 108.000000
-6.571734 2.410875 147.000000
6.803992 -1.644899 147.000000
-5.716538 1.822413 108.000000
-0.000000 -0.000000 0.000000
1.750464 -7.806144 192.000000
7.670974 2.270719 192.000000
5.852485 -1.322278 108.000000
-3.009393 -5.190718 108.000000
2.806683 4.137938 75.000000
3.086247 -6.282920 147.000000
-1.526254 -8.869642 243.000000
2.147030 -2.095295 27.000000
-6.996768 -0.212690 147.000000
-3.485724 -3.584651 75.000000
0.699001 0.715120 3.000000
-2.834816 -0.981742 27.000000
-3.982401 5.756777 147.000000
1.230757 -5.872413 108.000000
0.000000 -0.000000 0.000000
-2.393552 4.389864 75.000000
-7.364154 -3.125578 192.000000
0.362115 2.978065 27.000000
0.000000 0.000000 0.000000
6.572715 -2.408198 147.000000
-0.951909 -0.306381 3.000000
-1.319485 -2.694246 27.000000
0.000000 -0.000000 0.000000
1.801586 -0.868497 12.000000
-1.813601 4.659490 75.000000
0.856574 -0.516025 3.000000
-1.687688 -1.073177 12.000000
-8.853607 1.616676 243.000000
4.020724 -6.916197 192.000000
7.517164 -2.737197 192.000000
1.475313 -1.350353 12.000000
-2.957456 0.503440 27.000000
4.251507 7.932509 243.000000
-5.351139 4.512794 147.000000
-0.000000 -0.000000 0.000000
2.740737 1.219983 27.000000
4.924685 7.533092 243.000000
5.350131 -7.237134 243.000000
2.865249 8.531726 243.000000
-0.623982 5.967466 108.000000
-1.898201 -4.625671 75.000000
2.493547 -5.457309 108.000000
2.924914 -0.666990 27.000000
-1.768780 0.933498 12.000000
6.780297 -1.739990 147.000000
-3.572392 1.799449 48.000000
-7.861769 -4.380935 243.000000
